name,expr,n_vars,n_pdn,n_pun,n_common_neg,total,pdn_ok,pun_ok,complete
P32878,a*b*c*!d+!c*d+!b*d+!a*d+!a*!b,4,14,9,4,31,True,True,True
P32879,a*b*c*!d+!a*!b*c+!c*d+!b*d+!a*d,4,13,9,4,30,True,True,True
P32894,a*b*c*!d+!a*!b*!c+!c*d+!b*d+!a*d,4,16,10,4,34,True,True,True
P32895,a*b*c*!d+!c*d+!b*d+!a*d,4,15,8,4,31,True,True,True
P32896,!c+!b+!a,3,3,3,3,12,True,True,True
P32897,!c*d+a*!c+!b*c+!a*b,4,8,9,3,23,True,True,True
P32898,!c*d+b*!c+!b*c+!a,4,6,7,3,19,True,True,True
P32899,!c*d+b*!c+!b*c+!a*c,4,8,7,4,23,True,True,True
P32902,a*b*!c+!c*d+!b*c+!a*c+!a*!b,4,9,11,3,26,True,True,True
P32903,a*b*!c+!c*d+!b*c+!a*c,4,9,9,3,24,True,True,True
P32904,!c*d+!b+!a,4,4,6,3,16,True,True,True
P32905,!c*d+!b*c+a*!b+!a*b,4,7,9,3,22,True,True,True
P32906,!c*d+!b*c+!a,4,5,5,3,16,True,True,True
P32907,!c*d+!b*c+!a*b,4,7,7,3,20,True,True,True
P32910,!c*d+!b*c+!a*c+!a*!b,4,7,7,3,20,True,True,True
P32911,!c*d+!b*c+!a*c,4,5,7,3,18,True,True,True
P32918,!a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!c*d+!b*d,4,11,13,3,30,True,True,True
P32919,a*b*!c+a*!b*c+!a*b*c+!c*d+!b*d,4,14,9,3,29,True,True,True
P32920,!c*d+!b*d+!b*!c+a*!b+!a*b,4,8,9,3,23,True,True,True
P32921,!c*d+!b*d+a*!b+!a*b,4,7,7,3,20,True,True,True
P32922,a*!b*c+!c*d+!b*d+!a*!c+!a*b,4,8,8,3,22,True,True,True
P32923,a*!b*c+!c*d+!b*d+!a*b,4,9,7,3,22,True,True,True
P32926,!a*!b*!c+a*!b*c+!a*b*c+!c*d+!b*d,4,11,12,3,29,True,True,True
P32927,a*!b*c+!a*b*c+!c*d+!b*d,4,9,8,3,23,True,True,True
P32936,!c*d+!b*d+!b*!c+!a,4,6,6,3,18,True,True,True
P32937,a*!b*!c+!c*d+!b*d+!a*c+!a*b,4,11,10,3,27,True,True,True
P32938,!c*d+!b*d+!a,4,4,4,3,14,True,True,True
P32939,!c*d+!b*d+!a*c+!a*b,4,6,6,3,18,True,True,True
P32940,!c*d+!b*d+!b*!c+!a*c,4,7,7,3,20,True,True,True
P32941,a*!b*!c+!c*d+!b*d+!a*c,4,10,9,3,25,True,True,True
P32942,!c*d+!b*d+!a*c+!a*!b,4,6,6,3,18,True,True,True
P32943,!c*d+!b*d+!a*c,4,5,5,3,16,True,True,True
P32956,!a*b*c+!c*d+!b*d+!b*!c,4,9,9,3,24,True,True,True
P32957,a*!b*!c+!a*b*c+!c*d+!b*d,4,11,8,3,25,True,True,True
P32958,!a*!b*!c+!a*b*c+!c*d+!b*d,4,8,8,3,22,True,True,True
P32959,!a*b*c+!c*d+!b*d,4,8,7,3,21,True,True,True
P33000,!c*d+!b*d+!a*d+!b*!c+!a*!c+!a*!b,4,12,11,3,29,True,True,True
P33001,a*!b*!c+!a*b*!c+!a*!b*c+!c*d+!b*d+!a*d,4,11,17,3,34,True,True,True
P33002,!c*d+!b*d+!a*d+!a*!c+!a*!b,4,8,7,3,21,True,True,True
P33003,!a*b*!c+!a*!b*c+!c*d+!b*d+!a*d,4,9,9,3,24,True,True,True
P33006,!c*d+!b*d+!a*d+!a*!b,4,6,6,3,18,True,True,True
P33007,!a*!b*c+!c*d+!b*d+!a*d,4,8,7,3,21,True,True,True
P33022,!a*!b*!c+!c*d+!b*d+!a*d,4,5,5,3,16,True,True,True
P33023,!c*d+!b*d+!a*d,4,4,4,3,14,True,True,True
P33046,!a*!b*!c*!d+a*b*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c,4,,12,,,False,True,False
P33047,a*b*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c,4,18,16,4,42,True,True,True
P33048,!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+a*!b+!a*b,4,12,10,4,30,True,True,True
P33049,b*c*!d+b*!c*d+!b*c*d+a*!b+!a*b,4,12,10,4,30,True,True,True
P33050,!a*!c*!d+a*c*!d+a*!c*d+!b*c*d+!a*b,4,10,11,4,29,True,True,True
P33051,a*c*!d+a*!c*d+!b*c*d+!a*b,4,16,11,4,35,True,True,True
P33054,!a*!b*!c*!d+a*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c,4,17,18,4,43,True,True,True
P33055,a*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c,4,12,16,4,36,True,True,True
P33064,b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*!d+!a*c,4,13,11,4,32,True,True,True
P33065,b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*c+!a*b,4,18,19,4,45,True,True,True
P33066,b*c*!d+a*!c*d+!b*c*d+!a*!d+!a*b,4,10,10,4,28,True,True,True
P33067,b*c*!d+a*!c*d+!b*c*d+!a*c+!a*b,4,16,13,4,37,True,True,True
P33068,!b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d+!a*c,4,12,,,,True,False,False
P33069,b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*c,4,15,12,4,35,True,True,True
P33070,b*c*!d+!a*!b*!d+a*!c*d+!b*c*d+!a*b*d,4,12,12,4,32,True,True,True
P33071,b*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*c,4,20,12,4,40,True,True,True
P33084,!b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d,4,17,,,,True,False,False
P33085,b*c*!d+b*!c*d+!b*c*d+!a*c*d+a*!b*!c,4,16,16,4,40,True,True,True
P33086,!a*!b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d,4,,18,,,False,True,False
P33087,b*c*!d+a*!c*d+!b*c*d+!a*b*d,4,10,13,4,31,True,True,True
P33128,a*b*c*!d+!b*!c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,17,12,4,37,True,True,True
P33129,a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c,4,,12,,,False,True,False
P33130,a*b*c*!d+!a*!c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c,4,16,12,4,36,True,True,True
P33131,a*b*c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,,14,,,False,True,False
P33134,a*b*c*!d+!a*!b*!d+a*!c*d+!b*c*d+!a*b*d,4,11,12,4,31,True,True,True
P33135,a*b*c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c,4,10,15,4,33,True,True,True
P33150,!a*!b*!c*!d+a*b*c*!d+a*!c*d+!b*c*d+!a*b*d,4,12,20,4,40,True,True,True
P33151,a*b*c*!d+a*!c*d+!b*c*d+!a*b*d,4,10,16,4,34,True,True,True
P33152,!c*!d+a*!c+!b*c+!a*b,4,8,8,4,24,True,True,True
P33153,a*!c+!b*c+!a*b,3,6,7,3,19,True,True,True
P33154,a*!c*d+!a*!d+b*!c+!b*c+!a*c,4,10,11,4,29,True,True,True
P33155,a*!c*d+b*!c+!b*c+!a*c,4,10,9,4,27,True,True,True
P33158,!a*!b*!d+b*!c*d+a*!c*d+a*b*!c+!b*c+!a*c,4,19,11,4,38,True,True,True
P33159,b*!c*d+a*!c*d+a*b*!c+!b*c+!a*c,4,14,12,4,34,True,True,True
P33160,a*!c*d+!b*!d+!b*c+!a*b,4,10,9,4,27,True,True,True
P33161,b*!c*d+!b*c+a*!b+!a*b,4,8,10,3,24,True,True,True
P33162,a*!c*d+!a*!d+!b*c+!a*b,4,11,10,4,29,True,True,True
P33163,a*!c*d+!b*c+!a*b,4,7,8,3,21,True,True,True
P33166,!a*!b*!d+b*!c*d+a*!c*d+!b*c+!a*c,4,11,11,4,30,True,True,True
P33167,b*!c*d+a*!c*d+!b*c+!a*c,4,7,9,3,22,True,True,True
P33174,!a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,4,20,18,4,46,True,True,True
P33175,b*!c*d+a*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c,4,18,17,4,43,True,True,True
P33176,!b*!c*!d+b*!c*d+!b*c*d+a*!b+!a*b,4,9,10,4,27,True,True,True
P33177,b*!c*d+!b*c*d+a*!b+!a*b,4,8,11,3,25,True,True,True
P33178,!a*!c*!d+a*!c*d+!b*c*d+a*!b*c+!a*b,4,15,10,4,33,True,True,True
P33179,a*!c*d+!b*c*d+a*!b*c+!a*b,4,9,13,3,28,True,True,True
P33182,!a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c,4,,17,,,False,True,False
P33183,b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c,4,9,12,3,27,True,True,True
P33192,b*!c*d+!b*c*d+a*!b*!c+!a*!d+!a*c,4,9,10,4,27,True,True,True
P33193,b*!c*d+!b*c*d+a*!b*!c+!a*c+!a*b,4,10,12,3,28,True,True,True
P33194,a*!c*d+!b*c*d+!a*!d+!a*b,4,8,10,4,26,True,True,True
P33195,a*!c*d+!b*c*d+!a*c+!a*b,4,8,10,3,24,True,True,True
P33196,!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*c,4,12,12,4,32,True,True,True
P33197,b*!c*d+!b*c*d+a*!b*!c+!a*c,4,12,12,3,30,True,True,True
P33198,!a*!b*!d+b*!c*d+a*!c*d+!b*c*d+!a*c,4,12,10,4,30,True,True,True
P33199,b*!c*d+a*!c*d+!b*c*d+!a*c,4,8,9,3,23,True,True,True
P33212,!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c,4,16,13,4,37,True,True,True
P33213,b*!c*d+!b*c*d+a*!b*!c+!a*b*c,4,11,11,3,28,True,True,True
P33214,!a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c,4,16,10,4,34,True,True,True
P33215,b*!c*d+a*!c*d+!b*c*d+!a*b*c,4,9,11,3,26,True,True,True
P33256,!b*!c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,19,16,4,43,True,True,True
P33257,b*!c*d+!b*c*d+!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c,4,19,,,,True,False,False
P33258,!a*!c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c,4,14,11,4,33,True,True,True
P33259,a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,11,11,3,28,True,True,True
P33262,!a*!b*!d+a*!c*d+!b*c*d+!a*b*d,4,15,10,4,33,True,True,True
P33263,a*!c*d+!b*c*d+!a*b*d+!a*!b*c,4,10,10,3,26,True,True,True
P33278,!a*!b*!c*!d+a*!c*d+!b*c*d+!a*b*d,4,10,17,4,35,True,True,True
P33279,a*!c*d+!b*c*d+!a*b*d,4,11,7,3,24,True,True,True
P33320,!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a,4,9,11,4,28,True,True,True
P33321,a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b,4,,12,,,False,True,False
P33322,b*c*!d+b*!c*d+!b*c*d+!a,4,8,13,4,29,True,True,True
P33323,b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b,4,13,13,4,34,True,True,True
P33324,!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b,4,11,10,4,29,True,True,True
P33325,a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c,4,,16,,,False,True,False
P33326,b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b,4,9,14,4,31,True,True,True
P33327,b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c,4,11,15,4,34,True,True,True
P33340,!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d,4,9,13,4,30,True,True,True
P33341,a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d,4,,13,,,False,True,False
P33342,b*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d,4,10,15,4,33,True,True,True
P33343,b*c*!d+b*!c*d+!b*c*d+!a*d,4,8,13,4,29,True,True,True
P33344,!c*!d+a*!d+!a*d+b*!c+!b*c,4,9,11,4,28,True,True,True
P33345,a*!d+!a*d+b*!c+!b*c,4,8,17,4,33,True,True,True
P33346,a*c*!d+!a*d+b*!c+!a*!c+!b*c,4,10,11,4,29,True,True,True
P33347,a*c*!d+!a*d+b*!c+!b*c,4,8,15,4,31,True,True,True
P33350,a*b*!d+b*!c*d+!a*d+!b*c+!a*!b,4,9,16,4,33,True,True,True
P33351,a*b*!d+b*!c*d+!a*d+!b*c,4,10,13,4,31,True,True,True
P33352,a*c*!d+b*!c*d+!b*!d+!a*d+!a*!c+!b*c,4,19,11,4,38,True,True,True
P33353,a*c*!d+a*!b*!d+b*!c*d+!a*b*!c+!a*d+!b*c,4,,,,,False,False,False
P33354,a*c*!d+b*!c*d+!a*d+!a*!c+!b*c,4,15,10,4,33,True,True,True
P33355,a*c*!d+b*!c*d+!a*b*!c+!a*d+!b*c,4,15,19,4,42,True,True,True
P33358,a*c*!d+b*!c*d+!a*d+!b*c+!a*!b,4,11,15,4,34,True,True,True
P33359,a*c*!d+b*!c*d+!a*d+!b*c,4,10,10,4,28,True,True,True
P33364,!b*!c*!d+b*!c*d+!b*c*d+a*!d+!a*d,4,9,12,4,29,True,True,True
P33365,b*!c*d+!b*c*d+a*!d+!a*d,4,8,17,4,33,True,True,True
P33366,a*b*!d+b*!c*d+!a*!b*!c+a*!b*c+!a*d,4,10,,,,True,False,False
P33367,a*b*!d+b*!c*d+a*!b*c+!a*d,4,15,20,4,43,True,True,True
P33368,!b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c,4,16,18,4,42,True,True,True
P33369,a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d,4,,11,,,False,True,False
P33370,a*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c,4,11,10,4,29,True,True,True
P33371,a*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d,4,20,16,4,44,True,True,True
P33372,!b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*d,4,10,11,4,29,True,True,True
P33373,a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*d,4,15,16,4,39,True,True,True
P33374,a*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d,4,12,14,4,34,True,True,True
P33375,a*c*!d+b*!c*d+!b*c*d+!a*d,4,9,9,4,26,True,True,True
P33384,a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b,4,13,18,4,39,True,True,True
P33385,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d,4,,,,,False,False,False
P33386,a*b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b,4,,12,,,False,True,False
P33387,a*b*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d,4,20,,,,True,False,False
P33388,a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!b,4,14,17,4,39,True,True,True
P33389,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d,4,,,,,False,False,False
P33390,a*b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b,4,16,14,4,38,True,True,True
P33391,a*b*c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d,4,15,14,4,37,True,True,True
P33404,a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d,4,13,13,4,34,True,True,True
P33405,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*d,4,,20,,,False,True,False
P33406,a*b*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d,4,10,16,4,34,True,True,True
P33407,a*b*c*!d+b*!c*d+!b*c*d+!a*d,4,9,18,4,35,True,True,True
P33408,!c*!d+b*!c+!b*c+!a,4,6,7,4,21,True,True,True
P33409,a*!c*!d+!a*d+b*!c+!b*c+!a*c,4,9,11,4,28,True,True,True
P33410,b*!c+!b*c+!a,3,5,6,3,17,True,True,True
P33411,!a*d+b*!c+!b*c+!a*c,4,7,8,3,21,True,True,True
P33412,a*b*!c+!b*!d+!a*d+!b*c+!a*c,4,8,11,4,27,True,True,True
P33413,a*!c*!d+b*!c*d+!a*d+!b*c+!a*c,4,11,10,4,29,True,True,True
P33414,a*b*!c+!a*d+!b*c+!a*c+!a*!b,4,10,14,3,30,True,True,True
P33415,a*b*!c+!a*d+!b*c+!a*c,4,12,13,4,33,True,True,True
P33416,b*!c*d+!b*!d+!b*c+!a,4,7,11,4,26,True,True,True
P33417,a*!b*!d+b*!c*d+!a*d+!b*c+!a*b,4,11,10,4,29,True,True,True
P33418,b*!c*d+!b*c+!a,4,6,9,3,21,True,True,True
P33419,b*!c*d+!a*d+!b*c+!a*b,4,12,8,3,26,True,True,True
P33420,b*!c*d+!b*!d+!a*d+!b*c+!a*c,4,8,11,4,27,True,True,True
P33421,a*!b*!d+b*!c*d+!a*d+!b*c+!a*c,4,10,11,4,29,True,True,True
P33422,b*!c*d+!b*c+!a*c+!a*!b,4,8,9,3,23,True,True,True
P33423,b*!c*d+!a*d+!b*c+!a*c,4,7,6,3,19,True,True,True
P33428,a*!c*!d+b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!a*d,4,9,15,4,32,True,True,True
P33429,a*!c*!d+b*!c*d+a*!b*c+!a*b*c+!a*d,4,16,14,4,38,True,True,True
P33430,!a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!a*d,4,12,15,4,35,True,True,True
P33431,a*b*!c+a*!b*c+!a*b*c+!a*d,4,9,18,3,33,True,True,True
P33432,a*!b*!d+b*!c*d+!b*c*d+!a*!c+!a*b,4,10,13,4,31,True,True,True
P33433,a*!b*!d+b*!c*d+!b*c*d+!a*d+!a*b,4,10,13,4,31,True,True,True
P33434,b*!c*d+a*!b*c+!a*d+!a*!c+!a*b,4,11,10,3,27,True,True,True
P33435,b*!c*d+a*!b*c+!a*d+!a*b,4,12,12,3,30,True,True,True
P33436,a*!b*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*b*c,4,12,15,4,35,True,True,True
P33437,a*!b*!d+b*!c*d+!b*c*d+!a*b*c+!a*d,4,10,11,4,29,True,True,True
P33438,b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!a*d,4,8,19,3,33,True,True,True
P33439,b*!c*d+a*!b*c+!a*b*c+!a*d,4,10,11,4,29,True,True,True
P33448,!b*!c*!d+b*!c*d+!b*c*d+!a,4,8,11,4,27,True,True,True
P33449,a*!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b,4,19,12,4,39,True,True,True
P33450,b*!c*d+!b*c*d+!a,4,6,6,3,18,True,True,True
P33451,b*!c*d+!b*c*d+!a*d+!a*c+!a*b,4,9,10,3,25,True,True,True
P33452,!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c,4,10,11,4,29,True,True,True
P33453,a*!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c,4,11,11,4,30,True,True,True
P33454,b*!c*d+!b*c*d+!a*c+!a*!b,4,8,7,3,21,True,True,True
P33455,b*!c*d+!b*c*d+!a*d+!a*c,4,8,8,3,22,True,True,True
P33468,!b*!c*!d+b*!c*d+!b*c*d+!a*b*c+!a*d,4,9,17,4,34,True,True,True
P33469,a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c+!a*d,4,10,14,4,32,True,True,True
P33470,b*!c*d+!b*c*d+!a*!b*!c+!a*b*c,4,10,14,4,32,True,True,True
P33471,b*!c*d+!b*c*d+!a*b*c+!a*d,4,7,9,3,22,True,True,True
P33472,!c*!d+!a*d+b*!c+!b*c,4,8,9,4,25,True,True,True
P33473,a*!c*!d+!a*d+b*!c+!b*c,4,9,15,4,32,True,True,True
P33474,!a*d+b*!c+!a*!c+!b*c,4,7,9,3,22,True,True,True
P33475,!a*d+b*!c+!b*c,4,8,11,3,25,True,True,True
P33476,a*b*!c+!b*!d+!a*d+!b*c,4,10,11,4,29,True,True,True
P33477,a*!c*!d+b*!c*d+!a*d+!b*c,4,12,16,4,36,True,True,True
P33478,a*b*!c+!a*d+!b*c+!a*!b,4,10,16,4,34,True,True,True
P33479,a*b*!c+!a*d+!b*c,4,12,11,3,29,True,True,True
P33480,b*!c*d+!b*!d+!a*d+!a*!c+!b*c,4,11,10,4,29,True,True,True
P33481,a*!b*!d+b*!c*d+!a*b*!c+!a*d+!b*c,4,16,,,,True,False,False
P33482,b*!c*d+!a*d+!a*!c+!b*c,4,8,10,3,24,True,True,True
P33483,b*!c*d+!a*b*!c+!a*d+!b*c,4,9,17,3,32,True,True,True
P33484,b*!c*d+!b*!d+!a*d+!b*c,4,10,12,4,30,True,True,True
P33485,a*!b*!d+b*!c*d+!a*d+!b*c,4,13,20,4,41,True,True,True
P33486,b*!c*d+!a*d+!b*c+!a*!b,4,7,7,3,20,True,True,True
P33487,b*!c*d+!a*d+!b*c,4,9,8,3,23,True,True,True
P33492,!b*!c*!d+a*!c*!d+b*!c*d+a*!b*c+!a*d,4,14,15,4,37,True,True,True
P33493,a*!c*!d+b*!c*d+a*!b*c+!a*d,4,10,14,4,32,True,True,True
P33494,!a*!b*!c+a*b*!c+a*!b*c+!a*d,4,17,13,3,36,True,True,True
P33495,a*b*!c+a*!b*c+!a*d,4,13,7,3,26,True,True,True
P33496,a*!b*!d+b*!c*d+!b*c*d+!a*d+!a*!c,4,10,10,4,28,True,True,True
P33497,a*!b*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d,4,15,16,4,39,True,True,True
P33498,b*!c*d+a*!b*c+!a*d+!a*!c,4,11,9,3,26,True,True,True
P33499,b*!c*d+!a*b*!c+a*!b*c+!a*d,4,11,14,3,31,True,True,True
P33500,!b*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*d,4,12,10,4,30,True,True,True
P33501,a*!b*!d+b*!c*d+!b*c*d+!a*d,4,14,10,4,32,True,True,True
P33502,b*!c*d+!a*!b*!c+a*!b*c+!a*d,4,12,12,4,32,True,True,True
P33503,b*!c*d+a*!b*c+!a*d,4,11,13,3,30,True,True,True
P33512,!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b,4,11,17,4,36,True,True,True
P33513,a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d,4,20,,,,True,False,False
P33514,b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b,4,9,10,3,25,True,True,True
P33515,b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d,4,16,14,3,36,True,True,True
P33516,!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!b,4,10,12,4,30,True,True,True
P33517,a*!b*!c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d,4,18,20,4,46,True,True,True
P33518,b*!c*d+!b*c*d+!a*d+!a*!b,4,8,8,3,22,True,True,True
P33519,b*!c*d+!b*c*d+!a*!b*c+!a*d,4,14,9,3,29,True,True,True
P33532,!b*!c*!d+b*!c*d+!b*c*d+!a*d,4,8,15,4,31,True,True,True
P33533,a*!b*!c*!d+b*!c*d+!b*c*d+!a*d,4,9,10,4,27,True,True,True
P33534,b*!c*d+!b*c*d+!a*!b*!c+!a*d,4,7,14,3,27,True,True,True
P33535,b*!c*d+!b*c*d+!a*d,4,8,9,3,23,True,True,True
P33596,!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,14,14,4,36,True,True,True
P33597,a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,16,15,4,39,True,True,True
P33598,!a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,19,16,4,43,True,True,True
P33599,b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,11,9,4,28,True,True,True
P33622,!a*!b*!c*!d+a*b*!d+b*!c*d+!a*c*d+a*!b*c,4,18,20,4,46,True,True,True
P33623,a*b*!d+b*!c*d+!a*c*d+a*!b*c,4,19,13,4,40,True,True,True
P33624,!b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c,4,15,11,4,34,True,True,True
P33625,a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c,4,18,13,4,39,True,True,True
P33626,!a*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d,4,11,14,4,33,True,True,True
P33627,a*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c,4,13,10,4,31,True,True,True
P33630,!a*!b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d,4,12,19,4,39,True,True,True
P33631,a*c*!d+b*!c*d+!b*c*d+!a*c*d,4,13,9,4,30,True,True,True
P33640,a*b*c*!d+!b*!c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,4,15,13,4,36,True,True,True
P33641,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,16,,,,True,False,False
P33642,a*b*c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,4,15,,,,True,False,False
P33643,a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c,4,,18,,,False,True,False
P33644,a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,4,,19,,,False,True,False
P33645,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,4,,,,,False,False,False
P33646,a*b*c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d,4,17,14,4,39,True,True,True
P33647,a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c,4,12,15,4,35,True,True,True
P33660,a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*c*d,4,16,17,4,41,True,True,True
P33661,a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,19,14,4,41,True,True,True
P33662,!a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,,20,,,False,True,False
P33663,a*b*c*!d+b*!c*d+!b*c*d+!a*c*d,4,10,19,4,37,True,True,True
P33664,!c*!d+b*!c+!b*c+!a*c,4,7,7,4,22,True,True,True
P33665,a*!c*!d+b*!c+!b*c+!a*c,4,9,11,4,28,True,True,True
P33666,!a*!d+b*!c+!b*c+!a*c,4,7,10,4,25,True,True,True
P33667,b*!c+!b*c+!a*c,3,5,5,3,16,True,True,True
P33668,!a*b*d+a*b*!c+!b*!d+!b*c+!a*c,4,11,12,4,31,True,True,True
P33669,a*!c*!d+b*!c*d+!b*c+!a*c,4,12,10,4,30,True,True,True
P33670,!a*!b*!d+!a*b*d+a*b*!c+!b*c+!a*c,4,15,11,4,34,True,True,True
P33671,!a*b*d+a*b*!c+!b*c+!a*c,4,11,11,4,30,True,True,True
P33672,b*!c*d+!b*!d+!b*c+!a*b,4,10,8,4,26,True,True,True
P33673,a*!b*!d+b*!c*d+!b*c+!a*b,4,8,11,4,27,True,True,True
P33674,b*!c*d+!a*!d+!b*c+!a*c,4,8,9,4,25,True,True,True
P33675,b*!c*d+!b*c+!a*b,4,11,7,3,24,True,True,True
P33676,b*!c*d+!b*!d+!b*c+!a*c,4,10,15,4,33,True,True,True
