name,expr,n_vars,n_pdn,n_pun,n_common_neg,total,pdn_ok,pun_ok,complete
P6392,b*c*d+a*c*d+!b*!c+!a*!c,4,8,9,3,23,True,True,True
P6393,!b*!c*d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,4,9,13,3,28,True,True,True
P6394,!b*!c*d+b*c*d+a*c*d+!a*!c,4,7,13,3,26,True,True,True
P6395,!b*!c*d+b*c*d+a*!b*d+!a*b*!c,4,9,10,3,25,True,True,True
P6398,!b*!c*d+a*c*d+!a*b*d+!a*!b*!c,4,10,11,3,27,True,True,True
P6399,!b*!c*d+a*c*d+!a*b*d,4,7,8,3,21,True,True,True
P6544,b*c*d+!c*!d+a*!b+!a*b,4,9,10,4,27,True,True,True
P6545,b*!c*!d+b*c*d+a*!b+!a*b,4,8,9,4,25,True,True,True
P6546,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,4,18,19,4,45,True,True,True
P6547,b*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,4,14,10,4,32,True,True,True
P6550,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,4,,,,,False,False,False
P6551,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,4,17,17,4,42,True,True,True
P6552,!b*!c*!d+b*c*d+a*!b+!a*b,4,8,8,4,24,True,True,True
P6553,b*c*d+a*!b+!a*b,4,7,9,3,22,True,True,True
P6554,!a*!c*!d+b*c*d+a*!b*d+a*!b*c+!a*b,4,16,14,4,38,True,True,True
P6555,b*c*d+a*!b*d+a*!b*c+!a*b,4,8,11,3,25,True,True,True
P6558,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,4,,,,,False,False,False
P6559,b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c,4,12,9,4,29,True,True,True
P6560,b*c*d+a*!b*d+!c*!d+!a*!d+!a*b,4,14,8,4,30,True,True,True
P6561,b*!c*!d+!a*c*!d+a*c*d+a*!b*!c+!a*b,4,14,10,4,32,True,True,True
P6562,b*!c*!d+b*c*d+a*!b*d+!a*!d+!a*b,4,10,11,4,29,True,True,True
P6563,b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b,4,10,9,4,27,True,True,True
P6564,!b*!c*!d+a*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,4,13,10,4,31,True,True,True
P6565,a*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,4,11,9,4,28,True,True,True
P6566,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,,12,,,False,True,False
P6567,a*b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,4,11,12,4,31,True,True,True
P6568,a*c*d+a*!b*!c+!a*!d+!a*b,4,11,16,4,35,True,True,True
P6569,!a*c*!d+a*c*d+a*!b*!c+!a*b,4,11,13,4,32,True,True,True
P6570,b*c*d+a*!b*d+!a*!d+!a*b,4,8,9,3,23,True,True,True
P6571,!a*c*!d+b*c*d+a*!b*d+!a*b,4,10,8,3,24,True,True,True
P6572,!b*!c*!d+!a*c*!d+b*c*d+a*!b*d+!a*b*d,4,16,18,4,42,True,True,True
P6573,!a*c*!d+a*c*d+!a*b*d+a*!b*!c,4,11,9,4,28,True,True,True
P6574,!a*!b*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,13,11,3,30,True,True,True
P6575,!a*c*!d+b*c*d+a*!b*d+!a*b*d,4,10,12,3,28,True,True,True
P6576,b*c*d+a*!b*d+!c*!d+!a*b,4,11,9,4,28,True,True,True
P6577,b*!c*!d+a*c*d+a*!b*!c+!a*b,4,8,9,4,25,True,True,True
P6578,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b,4,11,13,4,32,True,True,True
P6579,b*!c*!d+b*c*d+a*!b*d+!a*b,4,8,8,4,24,True,True,True
P6580,!b*!c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,15,20,4,43,True,True,True
P6581,a*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,13,9,4,30,True,True,True
P6582,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,20,,,,True,False,False
P6583,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,19,11,4,38,True,True,True
P6584,!b*!c*!d+b*c*d+a*!b*d+!a*b,4,12,9,4,29,True,True,True
P6585,a*c*d+a*!b*!c+!a*b,4,8,8,3,22,True,True,True
P6586,!a*!c*!d+b*c*d+a*!b*d+!a*b,4,11,8,4,27,True,True,True
P6587,b*c*d+a*!b*d+!a*b,4,6,7,2,17,True,True,True
P6588,!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,15,11,4,34,True,True,True
P6589,a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,15,12,4,35,True,True,True
P6590,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d+!a*b*c,4,15,16,4,39,True,True,True
P6591,b*c*d+a*!b*d+!a*b*d+!a*b*c,4,12,9,2,25,True,True,True
P6624,!a*!b*!d+a*c*d+a*!b*d+!a*b*d+!c*!d,4,9,10,4,27,True,True,True
P6625,!a*!b*c*!d+a*!c*!d+b*c*d+a*!b*d+!a*b*!c,4,13,15,4,36,True,True,True
P6626,b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,4,11,10,4,29,True,True,True
P6627,!a*!b*c*!d+b*!c*!d+b*c*d+a*!b*d+!a*b*d,4,11,11,4,30,True,True,True
P6630,a*b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,4,11,11,4,30,True,True,True
P6631,a*b*!c*!d+!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,4,12,11,4,31,True,True,True
P6632,!b*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*!c,4,15,10,4,33,True,True,True
P6633,!a*!b*c*!d+b*c*d+a*c*d+a*!b*!c+!a*b*!c,4,18,20,4,46,True,True,True
P6634,!a*!c*!d+!a*!b*!d+b*c*d+a*!b*d+!a*b*d,4,12,11,4,31,True,True,True
P6635,!a*!b*c*!d+b*c*d+a*!b*d+!a*b*!c,4,12,9,4,29,True,True,True
P6638,!a*!b*!d+b*c*d+a*!b*d+!a*b*d,4,9,9,3,24,True,True,True
P6639,!a*!b*c*!d+b*c*d+a*!b*d+!a*b*d,4,10,14,3,30,True,True,True
P6640,a*c*d+a*!b*d+!a*b*d+!c*!d,4,10,8,4,26,True,True,True
P6641,a*!c*!d+b*c*d+a*!b*d+!a*b*!c,4,11,13,4,32,True,True,True
P6642,b*!c*!d+!a*!c*!d+b*c*d+a*!b*d+!a*b*d,4,11,16,4,35,True,True,True
P6643,b*!c*!d+b*c*d+a*!b*d+!a*b*d,4,8,9,4,25,True,True,True
P6646,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*!b*d+!a*b*d,4,13,10,4,31,True,True,True
P6647,a*b*!c*!d+b*c*d+a*!b*d+!a*b*d,4,9,19,4,36,True,True,True
P6648,!b*!c*!d+b*c*d+a*!b*d+!a*b*!c,4,12,11,4,31,True,True,True
P6649,b*c*d+a*c*d+a*!b*!c+!a*b*!c,4,9,9,3,24,True,True,True
P6650,!a*!c*!d+b*c*d+a*!b*d+!a*b*d,4,9,10,4,27,True,True,True
P6651,b*c*d+a*!b*d+!a*b*!c,4,9,8,3,23,True,True,True
P6654,!a*!b*!c*!d+b*c*d+a*!b*d+!a*b*d,4,10,12,4,30,True,True,True
P6655,b*c*d+a*!b*d+!a*b*d,4,10,6,2,20,True,True,True
P6816,a*c*d+!c*!d+!a*!d+!a*!c+!a*b,4,9,8,3,23,True,True,True
P6817,a*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,4,10,9,3,25,True,True,True
P6818,b*!c*!d+a*c*d+!a*!d+!a*!c+!a*b,4,14,9,3,29,True,True,True
P6819,b*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,4,10,9,3,25,True,True,True
P6820,a*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,4,14,10,4,32,True,True,True
P6821,a*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,4,10,9,3,25,True,True,True
P6822,a*b*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,4,13,11,4,32,True,True,True
P6823,a*b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,4,11,11,3,28,True,True,True
P6824,!b*!c*!d+a*c*d+!a*!d+!a*!c+!a*b,4,12,9,4,29,True,True,True
P6825,a*!b*!c*!d+!a*c*!d+!a*!c*d+a*c*d+!a*b,4,10,11,4,29,True,True,True
P6826,a*c*d+!a*!d+!a*!c+!a*b,4,7,10,3,23,True,True,True
P6827,!a*c*!d+!a*!c*d+a*c*d+!a*b,4,8,9,3,23,True,True,True
P6828,!b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,4,10,10,4,28,True,True,True
P6829,a*!b*!c*!d+!a*c*!d+!a*!c*d+b*c*d+a*c*d,4,11,11,4,30,True,True,True
P6830,!a*!b*!d+!a*!c*d+a*c*d+!a*b*c,4,14,16,4,38,True,True,True
P6831,!a*c*!d+!a*!c*d+b*c*d+a*c*d,4,9,9,3,24,True,True,True
P6832,a*c*d+!c*!d+!a*!c+!a*b,4,9,7,3,22,True,True,True
P6833,a*!c*!d+!a*!c*d+a*c*d+!a*b,4,13,11,3,30,True,True,True
P6834,b*!c*!d+a*c*d+!a*!c+!a*b,4,10,11,3,27,True,True,True
P6835,b*!c*!d+!a*!c*d+a*c*d+!a*b,4,11,9,3,26,True,True,True
P6836,!b*!c*!d+a*!c*!d+!a*!c*d+a*c*d+!a*b*c,4,11,11,4,30,True,True,True
P6837,a*!c*!d+!a*!c*d+a*c*d+!a*b*c,4,11,9,3,26,True,True,True
P6838,a*b*!c*!d+!a*!c*d+a*c*d+!a*!b*!c+!a*b*c,4,15,11,4,34,True,True,True
P6839,a*b*!c*!d+!a*!c*d+a*c*d+!a*b*c,4,10,10,3,26,True,True,True
P6840,!b*!c*!d+a*c*d+!a*!c+!a*b,4,9,10,4,27,True,True,True
P6841,a*!b*!c*!d+!a*!c*d+a*c*d+!a*b,4,9,11,4,28,True,True,True
P6842,a*c*d+!a*!c+!a*b,4,6,6,2,16,True,True,True
P6843,!a*!c*d+a*c*d+!a*b,4,6,7,2,17,True,True,True
P6844,!b*!c*!d+!a*!c*d+a*c*d+!a*b*c,4,17,10,4,35,True,True,True
P6845,a*!b*!c*!d+!a*!c*d+a*c*d+!a*b*c,4,10,15,4,33,True,True,True
P6846,!a*!c*d+a*c*d+!a*!b*!c+!a*b*c,4,9,11,3,26,True,True,True
P6847,!a*!c*d+a*c*d+!a*b*c,4,7,10,2,21,True,True,True
P6848,a*c*d+!a*b*d+!c*!d+!b*!d+!a*!c,4,10,12,4,30,True,True,True
P6849,a*!c*!d+!b*c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,14,16,4,38,True,True,True
P6850,b*!c*!d+!b*c*!d+b*c*d+a*!b*c+!a*!c,4,12,11,4,31,True,True,True
P6851,b*!c*!d+!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,11,16,4,35,True,True,True
P6854,a*b*!c*!d+!a*!b*!d+!a*!c*d+b*c*d+a*!b*c,4,20,,,,True,False,False
P6855,a*b*!c*!d+!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,12,13,4,33,True,True,True
P6856,b*c*d+a*c*d+!b*!d+!a*!c,4,8,10,4,26,True,True,True
P6857,!b*c*!d+a*!b*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,19,,,,True,False,False
P6858,!b*c*!d+b*c*d+a*!b*c+!a*!c,4,10,10,4,28,True,True,True
P6859,!b*c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,16,10,4,34,True,True,True
P6862,!a*!b*!d+!a*!c*d+b*c*d+a*!b*c,4,15,12,4,35,True,True,True
P6863,!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,14,11,4,33,True,True,True
P6864,b*c*d+a*!b*c+!c*!d+!a*!c,4,12,10,4,30,True,True,True
P6865,b*!c*!d+a*!b*!d+!a*!c*d+b*c*d+a*c*d,4,16,13,4,37,True,True,True
P6866,b*!c*!d+b*c*d+a*!b*c+!a*!c,4,15,14,4,37,True,True,True
P6867,b*!c*!d+!a*!c*d+b*c*d+a*!b*c,4,14,12,4,34,True,True,True
P6868,!b*!c*!d+a*!c*!d+!a*!c*d+b*c*d+a*!b*c,4,13,15,4,36,True,True,True
P6869,a*!c*!d+!a*!c*d+b*c*d+a*!b*c,4,11,11,4,30,True,True,True
P6870,a*b*!c*!d+b*c*d+!a*b*d+!a*!b*!c+a*!b*c,4,16,13,4,37,True,True,True
P6871,a*b*!c*!d+!a*!c*d+b*c*d+a*!b*c,4,15,14,4,37,True,True,True
P6872,a*!b*!d+b*c*d+a*c*d+!a*!c,4,8,9,4,25,True,True,True
P6873,a*!b*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,10,12,4,30,True,True,True
P6874,b*c*d+a*!b*c+!a*!c,4,11,8,3,25,True,True,True
P6875,!a*!c*d+b*c*d+!a*b*!c+a*!b*c,4,10,9,3,25,True,True,True
P6876,!b*!c*!d+!a*!c*d+b*c*d+a*!b*c,4,14,11,4,33,True,True,True
P6877,a*!b*!d+!a*!c*d+b*c*d+a*c*d,4,10,14,4,32,True,True,True
P6878,b*c*d+!a*b*d+!a*!b*!c+a*!b*c,4,11,7,3,24,True,True,True
P6879,!a*!c*d+b*c*d+a*!b*c,4,9,9,3,24,True,True,True
P6880,!a*!b*!d+a*c*d+!a*b*d+!c*!d+!a*!c,4,10,10,4,28,True,True,True
P6881,!a*!b*c*!d+a*!c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,16,11,4,35,True,True,True
P6882,b*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!c,4,10,10,4,28,True,True,True
P6883,!a*!b*c*!d+b*!c*!d+!a*!c*d+b*c*d+a*c*d,4,16,12,4,36,True,True,True
P6884,a*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*d,4,18,9,4,35,True,True,True
P6885,!a*!b*c*!d+a*!c*!d+!a*!c*d+b*c*d+a*c*d,4,11,11,4,30,True,True,True
P6886,a*b*!c*!d+!a*!b*!d+!a*!c*d+b*c*d+a*c*d,4,11,11,4,30,True,True,True
P6887,a*b*!c*!d+!a*!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,12,20,4,40,True,True,True
P6888,!b*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!c,4,12,11,4,31,True,True,True
P6889,a*!b*!c*!d+!a*!b*c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,,18,,,False,True,False
P6890,!a*!b*!d+b*c*d+a*c*d+!a*!c,4,9,14,4,31,True,True,True
P6891,!a*!b*c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,14,15,4,37,True,True,True
P6892,!b*!c*!d+!a*!b*!d+!a*!c*d+a*c*d+!a*b*d,4,11,9,4,28,True,True,True
P6893,a*!b*!c*!d+!a*!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,15,14,4,37,True,True,True
P6894,!a*!b*!d+!a*!c*d+b*c*d+a*c*d,4,8,14,4,30,True,True,True
P6895,!a*!b*c*!d+!a*!c*d+b*c*d+a*c*d,4,14,10,4,32,True,True,True
P6896,a*c*d+!a*b*d+!c*!d+!a*!c,4,11,8,3,25,True,True,True
P6897,a*!c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,11,13,3,30,True,True,True
P6898,b*!c*!d+b*c*d+a*c*d+!a*!c,4,9,9,3,24,True,True,True
P6899,b*!c*!d+!a*!c*d+b*c*d+a*c*d,4,9,9,3,24,True,True,True
P6900,!b*!c*!d+a*!c*!d+!a*!c*d+a*c*d+!a*b*d,4,11,9,4,28,True,True,True
P6901,a*!c*!d+!a*!c*d+b*c*d+a*c*d,4,9,15,3,30,True,True,True
P6902,a*b*!c*!d+a*c*d+!a*b*d+!a*!b*!c,4,10,10,4,28,True,True,True
P6903,a*b*!c*!d+!a*!c*d+b*c*d+a*c*d,4,11,12,3,29,True,True,True
P6904,!b*!c*!d+b*c*d+a*c*d+!a*!c,4,9,9,4,26,True,True,True
P6905,a*!b*!c*!d+!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,13,19,4,40,True,True,True
P6906,b*c*d+a*c*d+!a*!c,4,6,7,2,17,True,True,True
P6907,!a*!c*d+b*c*d+a*c*d+!a*b*!c,4,8,9,2,21,True,True,True
P6908,!b*!c*!d+!a*!c*d+a*c*d+!a*b*d,4,12,9,4,29,True,True,True
P6909,a*!b*!c*!d+!a*!c*d+b*c*d+a*c*d,4,10,11,4,29,True,True,True
P6910,a*c*d+!a*b*d+!a*!b*!c,4,7,8,3,21,True,True,True
P6911,!a*!c*d+b*c*d+a*c*d,4,8,6,2,18,True,True,True
P7088,a*c*d+!c*!d+!a*b,4,12,8,3,26,True,True,True
P7089,a*!c*!d+a*c*d+!a*b,4,8,9,3,23,True,True,True
P7090,b*!c*!d+!a*!c*!d+a*c*d+!a*b,4,13,11,3,30,True,True,True
P7091,b*!c*!d+a*c*d+!a*b,4,9,7,3,22,True,True,True
P7092,!b*!c*!d+a*!c*!d+a*c*d+!a*b*d+!a*b*c,4,15,11,4,34,True,True,True
P7093,a*!c*!d+a*c*d+!a*b*d+!a*b*c,4,11,12,3,29,True,True,True
P7094,!a*!b*!c*!d+a*b*!c*!d+a*c*d+!a*b*d+!a*b*c,4,,,,,False,False,False
P7095,a*b*!c*!d+a*c*d+!a*b*d+!a*b*c,4,12,9,3,27,True,True,True
P7096,!b*!c*!d+a*c*d+!a*b,4,10,9,4,27,True,True,True
P7097,a*!b*!c*!d+a*c*d+!a*b,4,11,8,4,27,True,True,True
P7098,!a*!c*!d+a*c*d+!a*b,4,9,7,3,22,True,True,True
P7099,a*c*d+!a*b,4,8,7,1,17,True,True,True
P7100,!b*!c*!d+a*c*d+!a*b*d+!a*b*c,4,15,15,4,38,True,True,True
P7101,a*!b*!c*!d+a*c*d+!a*b*d+!a*b*c,4,10,12,4,30,True,True,True
P7102,!a*!b*!c*!d+a*c*d+!a*b*d+!a*b*c,4,11,14,4,33,True,True,True
P7103,a*c*d+!a*b*d+!a*b*c,4,8,8,1,18,True,True,True
P7120,b*c*d+!a*b*d+a*!b*c+!c*!d,4,8,8,4,24,True,True,True
P7121,b*!c*!d+a*!b*!d+b*c*d+a*c*d+!a*b*!c,4,11,13,4,32,True,True,True
P7122,b*!c*!d+!a*!c*!d+b*c*d+!a*b*d+a*!b*c,4,12,11,4,31,True,True,True
P7123,b*!c*!d+b*c*d+!a*b*d+a*!b*c,4,11,11,4,30,True,True,True
P7126,!a*!b*!c*!d+a*b*!c*!d+b*c*d+!a*b*d+a*!b*c,4,18,19,4,45,True,True,True
P7127,a*b*!c*!d+b*c*d+!a*b*d+a*!b*c,4,11,9,4,28,True,True,True
P7128,!b*!c*!d+b*c*d+!a*b*!c+a*!b*c,4,8,8,4,24,True,True,True
P7129,a*!b*!d+b*c*d+a*c*d+!a*b*!c,4,11,8,4,27,True,True,True
P7130,!a*!c*!d+b*c*d+!a*b*d+a*!b*c,4,10,13,4,31,True,True,True
P7131,b*c*d+!a*b*!c+a*!b*c,4,8,7,3,21,True,True,True
P7134,!a*!b*!c*!d+b*c*d+!a*b*d+a*!b*c,4,10,12,4,30,True,True,True
P7135,b*c*d+!a*b*d+a*!b*c,4,7,6,2,17,True,True,True
P7136,!a*!b*!d+a*c*d+!a*b*d+!c*!d,4,8,9,4,25,True,True,True
P7137,!a*!b*c*!d+a*!c*!d+b*c*d+a*c*d+!a*b*!c,4,12,14,4,34,True,True,True
P7138,b*!c*!d+!a*!b*!d+a*c*d+!a*b*d,4,9,11,4,28,True,True,True
P7139,!a*!b*c*!d+b*!c*!d+a*c*d+!a*b*d,4,10,11,4,29,True,True,True
P7140,a*!c*!d+!a*!b*!d+a*c*d+!a*b*d,4,8,8,4,24,True,True,True
P7141,!a*!b*c*!d+a*!c*!d+a*c*d+!a*b*d,4,9,13,4,30,True,True,True
P7142,a*b*!c*!d+!a*!b*!d+a*c*d+!a*b*d,4,9,10,4,27,True,True,True
P7143,a*b*!c*!d+!a*!b*c*!d+a*c*d+!a*b*d,4,10,10,4,28,True,True,True
P7144,!b*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*b*!c,4,10,10,4,28,True,True,True
P7145,a*!b*!c*!d+!a*!b*c*!d+b*c*d+a*c*d+!a*b*!c,4,14,14,4,36,True,True,True
P7146,!a*!c*!d+!a*!b*!d+a*c*d+!a*b*d,4,8,11,4,27,True,True,True
P7147,!a*!b*c*!d+b*c*d+a*c*d+!a*b*!c,4,,11,,,False,True,False
P7148,!b*!c*!d+!a*!b*!d+a*c*d+!a*b*d,4,10,8,4,26,True,True,True
P7149,a*!b*!c*!d+!a*!b*c*!d+a*c*d+!a*b*d,4,10,10,4,28,True,True,True
P7150,!a*!b*!d+a*c*d+!a*b*d,4,7,8,3,21,True,True,True
P7151,!a*!b*c*!d+a*c*d+!a*b*d,4,8,9,3,23,True,True,True
P7152,a*c*d+!a*b*d+!c*!d,4,12,10,3,28,True,True,True
P7153,a*!c*!d+b*c*d+a*c*d+!a*b*!c,4,8,7,3,21,True,True,True
P7154,b*!c*!d+!a*!c*!d+a*c*d+!a*b*d,4,10,10,3,26,True,True,True
P7155,b*!c*!d+a*c*d+!a*b*d,4,8,10,3,24,True,True,True
P7156,!b*!c*!d+a*!c*!d+a*c*d+!a*b*d,4,9,8,4,25,True,True,True
P7157,a*!c*!d+a*c*d+!a*b*d,4,7,8,3,21,True,True,True
P7158,!a*!b*!c*!d+a*b*!c*!d+a*c*d+!a*b*d,4,9,10,4,27,True,True,True
P7159,a*b*!c*!d+a*c*d+!a*b*d,4,8,9,3,23,True,True,True
P7160,!b*!c*!d+b*c*d+a*c*d+!a*b*!c,4,8,8,4,24,True,True,True
P7161,a*!b*!c*!d+b*c*d+a*c*d+!a*b*!c,4,11,9,4,28,True,True,True
P7162,!a*!c*!d+a*c*d+!a*b*d,4,7,9,3,22,True,True,True
P7163,b*c*d+a*c*d+!a*b*!c,4,8,7,2,19,True,True,True
P7164,!b*!c*!d+a*c*d+!a*b*d,4,9,10,4,27,True,True,True
P7165,a*!b*!c*!d+a*c*d+!a*b*d,4,8,9,4,25,True,True,True
P7166,!a*!b*!c*!d+a*c*d+!a*b*d,4,8,11,4,27,True,True,True
P7167,a*c*d+!a*b*d,4,6,5,1,13,True,True,True
P7904,!a*!b*!d+b*c*d+a*c*d+!a*!b*!c+!c*!d,4,,13,,,False,True,False
P7905,!a*!b*c*!d+!a*!b*!c*d+b*!c*!d+a*!c*!d+b*c*d+a*c*d,4,,10,,,False,True,False
P7906,b*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!b*!c,4,19,19,4,46,True,True,True
P7907,!a*!b*c*!d+!a*!b*!c*d+b*!c*!d+b*c*d+a*c*d,4,,,,,False,False,False
P7910,a*b*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!b*!c,4,16,14,4,38,True,True,True
P7911,a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,15,19,4,42,True,True,True
P7912,!b*!c*!d+!a*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!b*!c,4,,18,,,False,True,False
P7913,a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,13,,,,True,False,False
P7914,!a*!c*!d+!a*!b*!d+b*c*d+a*c*d+!a*!b*!c,4,18,10,4,36,True,True,True
P7915,!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,11,15,4,34,True,True,True
P7918,!a*!b*!d+b*c*d+a*c*d+!a*!b*!c,4,16,10,4,34,True,True,True
P7919,!a*!b*c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,9,15,4,32,True,True,True
P7920,b*c*d+a*c*d+!a*!b*!c+!c*!d,4,10,11,4,29,True,True,True
P7921,!a*!b*!c*d+b*!c*!d+a*!c*!d+b*c*d+a*c*d,4,13,13,4,34,True,True,True
P7922,b*!c*!d+b*c*d+a*c*d+!a*!b*!c,4,14,16,4,38,True,True,True
P7923,!a*!b*!c*d+b*!c*!d+b*c*d+a*c*d,4,15,20,4,43,True,True,True
P7926,a*b*!c*!d+b*c*d+a*c*d+!a*!b*!c,4,11,20,4,39,True,True,True
P7927,a*b*!c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,11,11,4,30,True,True,True
P7928,!b*!c*!d+!a*!c*!d+b*c*d+a*c*d+!a*!b*!c,4,15,11,4,34,True,True,True
P7929,a*!b*!c*!d+!a*b*!c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,11,,,,True,False,False
P7930,!a*!c*!d+b*c*d+a*c*d+!a*!b*!c,4,9,14,4,31,True,True,True
P7931,!a*b*!c*!d+!a*!b*!c*d+b*c*d+a*c*d,4,13,11,4,32,True,True,True
P7934,b*c*d+a*c*d+!a*!b*!c,4,9,12,3,27,True,True,True
P7935,!a*!b*!c*d+b*c*d+a*c*d,4,14,7,3,27,True,True,True
P8176,b*c*d+a*c*d+!c*!d,4,8,6,2,18,True,True,True
P8177,b*!c*!d+a*!c*!d+b*c*d+a*c*d,4,6,6,2,16,True,True,True
P8178,b*!c*!d+!a*!c*!d+b*c*d+a*c*d,4,11,8,3,25,True,True,True
P8179,b*!c*!d+b*c*d+a*c*d,4,10,7,2,21,True,True,True
P8182,!a*!b*!c*!d+a*b*!c*!d+b*c*d+a*c*d,4,11,9,4,28,True,True,True
P8183,a*b*!c*!d+b*c*d+a*c*d,4,9,8,2,21,True,True,True
P8184,!b*!c*!d+!a*!c*!d+b*c*d+a*c*d,4,9,8,4,25,True,True,True
P8185,a*!b*!c*!d+!a*b*!c*!d+b*c*d+a*c*d,4,15,8,4,31,True,True,True
P8186,!a*!c*!d+b*c*d+a*c*d,4,10,9,3,25,True,True,True
P8187,!a*b*!c*!d+b*c*d+a*c*d,4,8,8,3,22,True,True,True
P8190,!a*!b*!c*!d+b*c*d+a*c*d,4,9,8,4,25,True,True,True
P8191,b*c*d+a*c*d,4,4,4,0,8,True,True,True
P10368,b*c*d+!c*!d+!b*!d+!b*!c+!a,4,9,8,4,25,True,True,True
P10369,a*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a*d+!a*b,4,15,11,4,34,True,True,True
P10370,b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a,4,9,19,4,36,True,True,True
P10371,b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a*d+!a*b,4,13,12,4,33,True,True,True
P10372,a*!c*!d+b*c*d+!b*!d+!a*d+!b*!c+!a*c,4,14,11,4,33,True,True,True
P10373,a*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a*d+!a*c,4,20,10,4,38,True,True,True
P10374,a*b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a*d+!a*c+!a*!b,4,17,12,4,37,True,True,True
P10375,a*b*!c*!d+!b*c*!d+!b*!c*d+b*c*d+!a*d+!a*c,4,19,19,4,46,True,True,True
P10376,b*c*d+!b*!d+!b*!c+!a,4,7,7,4,22,True,True,True
P10377,a*!b*!d+!b*!c*d+b*c*d+!a*c+!a*b,4,12,12,4,32,True,True,True
